Time,Identity Service,Commerce Platform,WebForms,Analytics,DevCenter,Commerce VAN API,Fulfillment API,Fulfillment Bus,Fulfillment UI,Netsuite SSO,Retail Universe,DevCenter 3.0,Manage WebXD
8:25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
